Sample, Channel 7
2663952649, 0
2663952674, 1
2663952721, 0
2663952768, 1
2663952865, 0
2664418771, 1
2664418844, 0
2664419011, 1
2664419036, 0
2664419203, 1
2664419301, 0
2664419347, 1
2664419397, 0
2664419443, 1
2664419469, 0
2664419491, 1
2664419516, 0
2664419517, 1
2664419685, 0
2664419709, 1
2664419757, 0
2664419803, 1
2664419901, 0
2664885854, 1
2664885928, 0
2664886094, 1
2664886120, 0
2664886286, 1
2664886384, 0
2664886430, 1
2664886456, 0
2664886502, 1
2664886552, 0
2664886574, 1
2664886768, 0
2664886793, 1
2664886840, 0
2664886886, 1
2664886984, 0
2665352937, 1
2665353011, 0
2665353177, 1
2665353203, 0
2665353369, 1
2665353467, 0
2665353513, 1
2665353539, 0
2665353561, 1
2665353635, 0
2665353657, 1
2665353683, 0
2665353684, 1
2665353851, 0
2665353876, 1
2665353923, 0
2665353970, 1
2665354067, 0
2665820021, 1
2665820094, 0
2665820261, 1
2665820286, 0
2665820453, 1
2665820551, 0
2665820597, 1
2665820647, 0
2665820669, 1
2665820719, 0
2665820741, 1
2665820766, 0
2665820767, 1
2665820935, 0
2665820959, 1
2665821007, 0
2665821053, 1
2665821151, 0
2666287104, 1
2666287178, 0
2666287344, 1
2666287370, 0
2666287536, 1
2666287634, 0
2666287680, 1
2666287706, 0
2666287728, 1
2666287754, 0
2666287776, 1
2666287802, 0
2666287824, 1
2666288018, 0
2666288043, 1
2666288090, 0
2666288136, 1
2666288234, 0
2666754235, 1
2666754309, 0
2666754475, 1
2666754501, 0
2666754667, 1
2666754765, 0
2666754811, 1
2666754861, 0
2666754907, 1
2666754933, 0
2666754955, 1
2666754981, 0
2666754982, 1
2666755149, 0
2666755174, 1
2666755221, 0
2666755268, 1
2666755365, 0
2667221271, 1
2667221344, 0
2667221511, 1
2667221537, 0
2667221703, 1
2667221801, 0
2667221847, 1
2667221873, 0
2667221919, 1
2667221969, 0
2667221991, 1
2667222016, 0
2667222017, 1
2667222185, 0
2667222209, 1
2667222257, 0
2667222303, 1
2667222401, 0
2667688354, 1
2667688428, 0
2667688594, 1
2667688620, 0
2667688786, 1
2667688884, 0
2667688930, 1
2667688956, 0
2667688978, 1
2667689052, 0
2667689074, 1
2667689268, 0
2667689293, 1
2667689340, 0
2667689386, 1
2667689484, 0
2668155485, 1
2668155559, 0
2668155725, 1
2668155751, 0
2668155917, 1
2668156015, 0
2668156061, 1
2668156111, 0
2668156133, 1
2668156183, 0
2668156205, 1
2668156231, 0
2668156232, 1
2668156399, 0
2668156424, 1
2668156471, 0
2668156518, 1
2668156615, 0
2668622521, 1
2668622594, 0
2668622761, 1
2668622787, 0
2668622953, 1
2668623051, 0
2668623097, 1
2668623123, 0
2668623145, 1
2668623171, 0
2668623193, 1
2668623219, 0
2668623241, 1
2668623266, 0
2668623267, 1
2668623435, 0
2668623459, 1
2668623507, 0
2668623553, 1
2668623651, 0
2669089604, 1
2669089678, 0
2669089844, 1
2669089870, 0
2669090036, 1
2669090134, 0
2669090180, 1
2669090230, 0
2669090276, 1
2669090302, 0
2669090324, 1
2669090518, 0
2669090543, 1
2669090590, 0
2669090636, 1
2669090734, 0
2669556687, 1
2669556761, 0
2669556927, 1
2669556953, 0
2669557119, 1
2669557217, 0
2669557263, 1
2669557289, 0
2669557335, 1
2669557385, 0
2669557407, 1
2669557433, 0
2669557434, 1
2669557601, 0
2669557626, 1
2669557673, 0
2669557720, 1
2669557817, 0
2670023771, 1
2670023844, 0
2670024011, 1
2670024037, 0
2670024203, 1
2670024301, 0
2670024347, 1
2670024373, 0
2670024395, 1
2670024469, 0
2670024491, 1
2670024516, 0
2670024517, 1
2670024685, 0
2670024709, 1
2670024757, 0
2670024803, 1
2670024901, 0
2670490854, 1
2670490928, 0
2670491094, 1
2670491120, 0
2670491286, 1
2670491384, 0
2670491430, 1
2670491480, 0
2670491502, 1
2670491552, 0
2670491574, 1
2670491768, 0
2670491793, 1
2670491840, 0
2670491886, 1
2670491984, 0
2670957985, 1
2670958059, 0
2670958225, 1
2670958251, 0
2670958417, 1
2670958515, 0
2670958561, 1
2670958587, 0
2670958609, 1
2670958635, 0
2670958657, 1
2670958683, 0
2670958706, 1
2670958731, 0
2670958732, 1
2670958899, 0
2670958924, 1
2670958971, 0
2670959018, 1
2670959115, 0
2671425021, 1
2671425094, 0
2671425261, 1
2671425287, 0
2671425453, 1
2671425551, 0
2671425597, 1
2671425647, 0
2671425693, 1
2671425719, 0
2671425741, 1
2671425766, 0
2671425767, 1
2671425935, 0
2671425959, 1
2671426007, 0
2671426053, 1
2671426151, 0
2671892104, 1
2671892178, 0
2671892344, 1
2671892370, 0
2671892536, 1
2671892634, 0
2671892680, 1
2671892706, 0
2671892752, 1
2671892802, 0
2671892824, 1
2671893018, 0
2671893043, 1
2671893090, 0
2671893136, 1
2671893234, 0
2672359235, 1
2672359309, 0
2672359475, 1
2672359501, 0
2672359667, 1
2672359765, 0
2672359811, 1
2672359837, 0
2672359859, 1
2672359933, 0
2672359956, 1
2672359981, 0
2672359982, 1
2672360149, 0
2672360174, 1
2672360221, 0
2672360268, 1
2672360365, 0
2672826271, 1
2672826344, 0
2672826511, 1
2672826537, 0
2672826703, 1
2672826801, 0
2672826847, 1
2672826897, 0
2672826919, 1
2672826969, 0
2672826991, 1
2672827016, 0
2672827017, 1
2672827185, 0
2672827209, 1
2672827257, 0
2672827303, 1
2672827401, 0
2673293354, 1
2673293428, 0
2673293594, 1
2673293620, 0
2673293786, 1
2673293884, 0
2673293930, 1
2673293956, 0
2673293978, 1
2673294004, 0
2673294026, 1
2673294052, 0
2673294074, 1
2673294268, 0
2673294293, 1
2673294340, 0
2673294386, 1
2673294484, 0
2673760485, 1
2673760559, 0
2673760725, 1
2673760751, 0
2673760917, 1
2673761015, 0
2673761061, 1
2673761111, 0
2673761158, 1
2673761183, 0
2673761206, 1
2673761231, 0
2673761232, 1
2673761399, 0
2673761424, 1
2673761471, 0
2673761518, 1
2673761615, 0
2674227521, 1
2674227595, 0
2674227761, 1
2674227787, 0
2674227953, 1
2674228051, 0
2674228097, 1
2674228123, 0
2674228169, 1
2674228219, 0
2674228241, 1
2674228435, 0
2674228459, 1
2674228507, 0
2674228553, 1
2674228651, 0
2674694604, 1
2674694678, 0
2674694844, 1
2674694870, 0
2674695036, 1
2674695134, 0
2674695180, 1
2674695206, 0
2674695228, 1
2674695302, 0
2674695324, 1
2674695518, 0
2674695543, 1
2674695590, 0
2674695636, 1
2674695734, 0
2675161735, 1
2675161809, 0
2675161975, 1
2675162001, 0
2675162167, 1
2675162265, 0
2675162311, 1
2675162361, 0
2675162384, 1
2675162433, 0
2675162456, 1
2675162481, 0
2675162482, 1
2675162649, 0
2675162674, 1
2675162721, 0
2675162768, 1
2675162865, 0
2675628771, 1
2675628845, 0
2675629011, 1
2675629037, 0
2675629203, 1
2675629301, 0
2675629347, 1
2675629373, 0
2675629395, 1
2675629421, 0
2675629443, 1
2675629469, 0
2675629491, 1
2675629685, 0
2675629709, 1
2675629757, 0
2675629803, 1
2675629901, 0
2676095854, 1
2676095928, 0
2676096094, 1
2676096120, 0
2676096286, 1
2676096384, 0
2676096430, 1
2676096480, 0
2676096526, 1
2676096552, 0
2676096574, 1
2676096600, 0
2676096601, 1
2676096768, 0
2676096793, 1
2676096840, 0
2676096886, 1
2676096984, 0
2676562985, 1
2676563059, 0
2676563225, 1
2676563251, 0
2676563417, 1
2676563515, 0
2676563561, 1
2676563587, 0
2676563634, 1
2676563683, 0
2676563706, 1
2676563731, 0
2676563732, 1
2676563899, 0
2676563924, 1
2676563971, 0
2676564018, 1
2676564115, 0
2677030021, 1
2677030095, 0
2677030261, 1
2677030287, 0
2677030453, 1
2677030551, 0
2677030597, 1
2677030623, 0
2677030645, 1
2677030719, 0
2677030741, 1
2677030935, 0
2677030959, 1
2677031007, 0
2677031053, 1
2677031151, 0
2677497152, 1
2677497226, 0
2677497392, 1
2677497418, 0
2677497584, 1
2677497682, 0
2677497728, 1
2677497778, 0
2677497800, 1
2677497850, 0
2677497872, 1
2677497898, 0
2677497899, 1
2677498066, 0
2677498091, 1
2677498138, 0
2677498184, 1
2677498282, 0
2677964187, 1
2677964261, 0
2677964427, 1
2677964453, 0
2677964619, 1
2677964717, 0
2677964763, 1
2677964789, 0
2677964812, 1
2677964837, 0
2677964860, 1
2677964885, 0
2677964908, 1
2677964933, 0
2677964934, 1
2677965101, 0
2677965126, 1
2677965173, 0
2677965220, 1
2677965318, 0
2678431295, 1
2678431369, 0
2678431535, 1
2678431561, 0
2678431727, 1
2678431825, 0
2678431871, 1
2678431921, 0
2678431967, 1
2678431993, 0
2678432015, 1
2678432209, 0
2678432233, 1
2678432281, 0
2678432327, 1
2678432425, 0
2678898354, 1
2678898428, 0
2678898594, 1
2678898620, 0
2678898786, 1
2678898884, 0
2678898930, 1
2678898956, 0
2678899002, 1
2678899052, 0
2678899074, 1
2678899100, 0
2678899101, 1
2678899268, 0
2678899293, 1
2678899340, 0
2678899386, 1
2678899484, 0
2679365437, 1
2679365511, 0
2679365677, 1
2679365703, 0
2679365869, 1
2679365967, 0
2679366014, 1
2679366039, 0
2679366062, 1
2679366135, 0
2679366158, 1
2679366183, 0
2679366184, 1
2679366351, 0
2679366376, 1
2679366423, 0
2679366470, 1
2679366568, 0
2679832521, 1
2679832595, 0
2679832761, 1
2679832787, 0
2679832953, 1
2679833051, 0
2679833097, 1
2679833147, 0
2679833169, 1
2679833219, 0
2679833241, 1
2679833435, 0
2679833459, 1
2679833507, 0
2679833553, 1
2679833651, 0
2680299604, 1
2680299678, 0
2680299844, 1
2680299870, 0
2680300036, 1
2680300134, 0
2680300180, 1
2680300206, 0
2680300228, 1
2680300254, 0
2680300276, 1
2680300302, 0
2680300324, 1
2680300350, 0
2680300351, 1
2680300518, 0
2680300543, 1
2680300590, 0
2680300636, 1
2680300734, 0
2680766735, 1
2680766809, 0
2680766975, 1
2680767001, 0
2680767167, 1
2680767265, 0
2680767312, 1
2680767361, 0
2680767408, 1
2680767433, 0
2680767456, 1
2680767481, 0
2680767482, 1
2680767649, 0
2680767674, 1
2680767721, 0
2680767768, 1
2680767866, 0
2681233771, 1
2681233845, 0
2681234011, 1
2681234037, 0
2681234203, 1
2681234301, 0
2681234347, 1
2681234373, 0
2681234419, 1
2681234469, 0
2681234491, 1
2681234685, 0
2681234709, 1
2681234757, 0
2681234803, 1
2681234901, 0
2681700854, 1
2681700928, 0
2681701094, 1
2681701120, 0
2681701286, 1
2681701384, 0
2681701430, 1
2681701456, 0
2681701478, 1
2681701552, 0
2681701574, 1
2681701600, 0
2681701601, 1
2681701768, 0
2681701793, 1
2681701840, 0
2681701886, 1
2681701984, 0
2682167985, 1
2682168059, 0
2682168225, 1
2682168251, 0
2682168417, 1
2682168515, 0
2682168562, 1
2682168611, 0
2682168634, 1
2682168683, 0
2682168706, 1
2682168731, 0
2682168732, 1
2682168899, 0
2682168924, 1
2682168972, 0
2682169018, 1
2682169116, 0
2682635021, 1
2682635095, 0
2682635261, 1
2682635287, 0
2682635453, 1
2682635551, 0
2682635597, 1
2682635623, 0
2682635645, 1
2682635671, 0
2682635693, 1
2682635719, 0
2682635741, 1
2682635935, 0
2682635959, 1
2682636007, 0
2682636053, 1
2682636151, 0
2683102104, 1
2683102178, 0
2683102344, 1
2683102370, 0
2683102536, 1
2683102634, 0
2683102680, 1
2683102730, 0
2683102776, 1
2683102802, 0
2683102824, 1
2683102850, 0
2683102851, 1
2683103018, 0
2683103043, 1
2683103090, 0
2683103136, 1
2683103234, 0
2683569187, 1
2683569261, 0
2683569427, 1
2683569453, 0
2683569619, 1
2683569717, 0
2683569764, 1
2683569789, 0
2683569836, 1
2683569885, 0
2683569908, 1
2683569933, 0
2683569934, 1
2683570101, 0
2683570126, 1
2683570174, 0
2683570220, 1
2683570318, 0
2684036271, 1
2684036345, 0
2684036511, 1
2684036537, 0
2684036703, 1
2684036801, 0
2684036847, 1
2684036873, 0
2684036895, 1
2684036969, 0
2684036991, 1
2684037185, 0
2684037209, 1
2684037257, 0
2684037303, 1
2684037401, 0
2684503354, 1
2684503428, 0
2684503594, 1
2684503620, 0
2684503786, 1
2684503884, 0
2684503930, 1
2684503980, 0
2684504002, 1
2684504052, 0
2684504074, 1
2684504100, 0
2684504101, 1
2684504268, 0
2684504293, 1
2684504340, 0
2684504386, 1
2684504484, 0
2684970485, 1
2684970559, 0
2684970725, 1
2684970751, 0
2684970918, 1
2684971015, 0
2684971062, 1
2684971087, 0
2684971110, 1
2684971135, 0
2684971158, 1
2684971183, 0
2684971206, 1
2684971231, 0
2684971232, 1
2684971399, 0
2684971424, 1
2684971472, 0
2684971518, 1
2684971616, 0
2685437521, 1
2685437595, 0
2685437761, 1
2685437787, 0
2685437953, 1
2685438051, 0
2685438097, 1
2685438147, 0
2685438193, 1
2685438219, 0
2685438241, 1
2685438435, 0
2685438459, 1
2685438507, 0
2685438553, 1
2685438651, 0
2685904604, 1
2685904678, 0
2685904844, 1
2685904870, 0
2685905036, 1
2685905134, 0
2685905180, 1
2685905206, 0
2685905252, 1
2685905302, 0
2685905324, 1
2685905350, 0
2685905351, 1
2685905518, 0
2685905543, 1
2685905590, 0
2685905636, 1
2685905734, 0
2686371711, 1
2686371785, 0
2686371951, 1
2686371977, 0
2686372144, 1
2686372241, 0
2686372288, 1
2686372313, 0
2686372336, 1
2686372409, 0
2686372432, 1
2686372457, 0
2686372458, 1
2686372625, 0
2686372650, 1
2686372698, 0
2686372744, 1
2686372842, 0
2686838771, 1
2686838845, 0
2686839011, 1
2686839037, 0
2686839203, 1
2686839301, 0
2686839347, 1
2686839397, 0
2686839419, 1
2686839469, 0
2686839491, 1
2686839685, 0
2686839709, 1
2686839757, 0
2686839803, 1
2686839901, 0
2687305902, 1
2687305976, 0
2687306142, 1
2687306168, 0
2687306334, 1
2687306432, 0
2687306478, 1
2687306504, 0
2687306526, 1
2687306552, 0
2687306574, 1
2687306600, 0
2687306622, 1
2687306648, 0
2687306649, 1
2687306816, 0
2687306841, 1
2687306888, 0
2687306934, 1
2687307032, 0
2687772985, 1
2687773059, 0
2687773225, 1
2687773251, 0
2687773418, 1
2687773515, 0
2687773562, 1
2687773611, 0
2687773658, 1
2687773683, 0
2687773706, 1
2687773731, 0
2687773732, 1
2687773899, 0
2687773924, 1
2687773972, 0
2687774018, 1
2687774116, 0
2688240021, 1
2688240095, 0
2688240261, 1
2688240287, 0
2688240453, 1
2688240551, 0
2688240597, 1
2688240623, 0
2688240669, 1
2688240719, 0
2688240741, 1
2688240935, 0
2688240959, 1
2688241007, 0
2688241053, 1
2688241151, 0
2688707152, 1
2688707226, 0
2688707392, 1
2688707418, 0
2688707584, 1
2688707682, 0
2688707728, 1
2688707754, 0
2688707776, 1
2688707850, 0
2688707872, 1
2688707898, 0
2688707899, 1
2688708066, 0
2688708091, 1
2688708138, 0
2688708184, 1
2688708282, 0
2689174187, 1
2689174261, 0
2689174427, 1
2689174453, 0
2689174620, 1
2689174717, 0
2689174764, 1
2689174813, 0
2689174836, 1
2689174885, 0
2689174908, 1
2689174933, 0
2689174934, 1
2689175102, 0
2689175126, 1
2689175174, 0
2689175220, 1
2689175318, 0
2689641271, 1
2689641345, 0
2689641511, 1
2689641537, 0
2689641703, 1
2689641801, 0
2689641847, 1
2689641873, 0
2689641895, 1
2689641921, 0
2689641943, 1
2689641969, 0
2689641991, 1
2689642185, 0
2689642209, 1
2689642257, 0
2689642303, 1
2689642401, 0
2690108354, 1
2690108428, 0
2690108594, 1
2690108620, 0
2690108786, 1
2690108884, 0
2690108930, 1
2690108980, 0
2690109026, 1
2690109052, 0
2690109074, 1
2690109100, 0
2690109101, 1
2690109268, 0
2690109293, 1
2690109340, 0
2690109386, 1
2690109484, 0
2690575485, 1
2690575559, 0
2690575725, 1
2690575751, 0
2690575918, 1
2690576015, 0
2690576062, 1
2690576087, 0
2690576134, 1
2690576183, 0
2690576206, 1
2690576231, 0
2690576232, 1
2690576400, 0
2690576424, 1
2690576472, 0
2690576518, 1
2690576616, 0
2691042521, 1
2691042595, 0
2691042761, 1
2691042787, 0
2691042953, 1
2691043051, 0
2691043097, 1
2691043123, 0
2691043145, 1
2691043219, 0
2691043241, 1
2691043435, 0
2691043459, 1
2691043507, 0
2691043553, 1
2691043651, 0
2691509604, 1
2691509678, 0
2691509844, 1
2691509870, 0
2691510036, 1
2691510134, 0
2691510180, 1
2691510230, 0
2691510252, 1
2691510302, 0
2691510324, 1
2691510350, 0
2691510351, 1
2691510518, 0
2691510543, 1
2691510590, 0
2691510636, 1
2691510734, 0
2691976711, 1
2691976785, 0
2691976951, 1
2691976977, 0
2691977144, 1
2691977241, 0
2691977288, 1
2691977313, 0
2691977336, 1
2691977361, 0
2691977384, 1
2691977409, 0
2691977432, 1
2691977457, 0
2691977458, 1
2691977625, 0
2691977650, 1
2691977698, 0
2691977744, 1
2691977842, 0
2692443771, 1
2692443845, 0
2692444011, 1
2692444037, 0
2692444203, 1
2692444301, 0
2692444347, 1
2692444397, 0
2692444443, 1
2692444469, 0
2692444491, 1
2692444685, 0
2692444709, 1
2692444757, 0
2692444803, 1
2692444901, 0
2692910902, 1
2692910976, 0
2692911142, 1
2692911168, 0
2692911334, 1
2692911432, 0
2692911478, 1
2692911504, 0
2692911550, 1
2692911600, 0
2692911622, 1
2692911648, 0
2692911649, 1
2692911816, 0
2692911841, 1
2692911888, 0
2692911934, 1
2692912032, 0
2693377937, 1
2693378011, 0
2693378177, 1
2693378203, 0
2693378370, 1
2693378467, 0
2693378514, 1
2693378539, 0
2693378562, 1
2693378635, 0
2693378658, 1
2693378683, 0
2693378684, 1
2693378852, 0
2693378876, 1
2693378924, 0
2693378970, 1
2693379068, 0
2693845021, 1
2693845095, 0
2693845261, 1
2693845287, 0
2693845453, 1
2693845551, 0
2693845597, 1
2693845647, 0
2693845669, 1
2693845719, 0
2693845741, 1
2693845935, 0
2693845959, 1
2693846007, 0
2693846053, 1
2693846151, 0
2694312104, 1
2694312178, 0
2694312344, 1
2694312370, 0
2694312536, 1
2694312634, 0
2694312680, 1
2694312706, 0
2694312728, 1
2694312754, 0
2694312776, 1
2694312802, 0
2694312824, 1
2694312850, 0
2694312851, 1
2694313018, 0
2694313043, 1
2694313090, 0
2694313136, 1
2694313234, 0
2694779235, 1
2694779309, 0
2694779476, 1
2694779501, 0
2694779668, 1
2694779765, 0
2694779812, 1
2694779861, 0
2694779908, 1
2694779934, 0
2694779956, 1
2694779981, 0
2694779982, 1
2694780150, 0
2694780174, 1
2694780222, 0
2694780268, 1
2694780366, 0
2695246271, 1
2695246345, 0
2695246511, 1
2695246537, 0
2695246703, 1
2695246801, 0
2695246847, 1
2695246873, 0
2695246919, 1
2695246969, 0
2695246991, 1
2695247185, 0
2695247209, 1
2695247257, 0
2695247303, 1
2695247401, 0
2695713354, 1
2695713428, 0
2695713594, 1
2695713620, 0
2695713786, 1
2695713884, 0
2695713930, 1
2695713956, 0
2695713978, 1
2695714052, 0
2695714074, 1
2695714100, 0
2695714101, 1
2695714268, 0
2695714293, 1
2695714340, 0
2695714386, 1
2695714484, 0
2696180461, 1
2696180535, 0
2696180702, 1
2696180727, 0
2696180894, 1
2696180991, 0
2696181038, 1
2696181087, 0
2696181110, 1
2696181159, 0
2696181182, 1
2696181207, 0
2696181208, 1
2696181376, 0
2696181400, 1
2696181448, 0
2696181494, 1
2696181592, 0
2696647521, 1
2696647595, 0
2696647761, 1
2696647787, 0
2696647953, 1
2696648051, 0
2696648097, 1
2696648123, 0
2696648145, 1
2696648171, 0
2696648193, 1
2696648219, 0
2696648241, 1
2696648435, 0
2696648459, 1
2696648507, 0
2696648553, 1
2696648651, 0
2697114628, 1
2697114702, 0
2697114868, 1
2697114894, 0
2697115060, 1
2697115158, 0
2697115204, 1
2697115254, 0
2697115300, 1
2697115326, 0
2697115348, 1
2697115374, 0
2697115375, 1
2697115542, 0
2697115567, 1
2697115614, 0
2697115660, 1
2697115758, 0
2697581687, 1
2697581761, 0
2697581928, 1
2697581953, 0
2697582120, 1
2697582217, 0
2697582264, 1
2697582289, 0
2697582336, 1
2697582386, 0
2697582408, 1
2697582433, 0
2697582434, 1
2697582602, 0
2697582626, 1
2697582674, 0
2697582720, 1
2697582818, 0
2698048771, 1
2698048845, 0
2698049011, 1
2698049037, 0
2698049203, 1
2698049301, 0
2698049347, 1
2698049373, 0
2698049395, 1
2698049469, 0
2698049491, 1
2698049685, 0
2698049709, 1
2698049757, 0
2698049803, 1
2698049901, 0
2698515854, 1
2698515928, 0
2698516094, 1
2698516120, 0
2698516286, 1
2698516384, 0
2698516430, 1
2698516480, 0
2698516502, 1
2698516552, 0
2698516574, 1
2698516600, 0
2698516601, 1
2698516768, 0
2698516793, 1
2698516840, 0
2698516886, 1
2698516984, 0
2698982985, 1
2698983059, 0
2698983226, 1
2698983251, 0
2698983418, 1
2698983515, 0
2698983562, 1
2698983587, 0
2698983610, 1
2698983636, 0
2698983658, 1
2698983684, 0
2698983706, 1
2698983731, 0
2698983732, 1
2698983900, 0
2698983924, 1
2698983972, 0
2698984018, 1
2698984116, 0
2699450021, 1
2699450095, 0
2699450261, 1
2699450287, 0
2699450453, 1
2699450551, 0
2699450597, 1
2699450647, 0
2699450693, 1
2699450719, 0
2699450741, 1
2699450935, 0
2699450959, 1
2699451007, 0
2699451053, 1
2699451151, 0
2699917104, 1
2699917178, 0
2699917344, 1
2699917370, 0
2699917536, 1
2699917634, 0
2699917680, 1
2699917706, 0
2699917752, 1
2699917802, 0
2699917824, 1
2699917850, 0
2699917851, 1
2699918018, 0
2699918043, 1
2699918090, 0
2699918136, 1
2699918234, 0
2700384235, 1
2700384309, 0
2700384476, 1
2700384501, 0
2700384668, 1
2700384765, 0
2700384812, 1
2700384837, 0
2700384860, 1
2700384934, 0
2700384956, 1
2700384981, 0
2700384982, 1
2700385150, 0
2700385174, 1
2700385222, 0
2700385268, 1
2700385366, 0
2700851271, 1
2700851345, 0
2700851511, 1
2700851537, 0
2700851703, 1
2700851801, 0
2700851847, 1
2700851897, 0
2700851919, 1
2700851969, 0
2700851991, 1
2700852185, 0
2700852209, 1
2700852257, 0
2700852303, 1
2700852401, 0
2701318354, 1
2701318428, 0
2701318594, 1
2701318620, 0
2701318786, 1
2701318884, 0
2701318930, 1
2701318956, 0
2701318978, 1
2701319004, 0
2701319026, 1
2701319052, 0
2701319074, 1
2701319100, 0
2701319101, 1
2701319268, 0
2701319293, 1
2701319340, 0
2701319386, 1
2701319484, 0
2701785485, 1
2701785559, 0
2701785726, 1
2701785751, 0
2701785918, 1
2701786015, 0
2701786062, 1
2701786112, 0
2701786158, 1
2701786184, 0
2701786206, 1
2701786231, 0
2701786232, 1
2701786400, 0
2701786424, 1
2701786472, 0
2701786518, 1
2701786616, 0
2702252521, 1
2702252595, 0
2702252761, 1
2702252787, 0
2702252953, 1
2702253051, 0
2702253097, 1
2702253123, 0
2702253169, 1
2702253219, 0
2702253241, 1
2702253435, 0
2702253459, 1
2702253507, 0
2702253553, 1
2702253651, 0
2702719604, 1
2702719678, 0
2702719844, 1
2702719870, 0
2702720036, 1
2702720134, 0
2702720180, 1
2702720206, 0
2702720228, 1
2702720302, 0
2702720324, 1
2702720350, 0
2702720351, 1
2702720518, 0
2702720543, 1
2702720590, 0
2702720636, 1
2702720734, 0
2703186735, 1
2703186809, 0
2703186976, 1
2703187001, 0
2703187168, 1
2703187265, 0
2703187312, 1
2703187362, 0
2703187384, 1
2703187434, 0
2703187456, 1
2703187481, 0
2703187482, 1
2703187650, 0
2703187674, 1
2703187722, 0
2703187768, 1
2703187866, 0
2703653771, 1
2703653845, 0
2703654011, 1
2703654037, 0
2703654203, 1
2703654301, 0
2703654347, 1
2703654373, 0
2703654395, 1
2703654421, 0
2703654443, 1
2703654469, 0
2703654491, 1
2703654685, 0
2703654709, 1
2703654757, 0
2703654803, 1
2703654901, 0
2704120854, 1
2704120928, 0
2704121094, 1
2704121120, 0
2704121286, 1
2704121384, 0
2704121430, 1
2704121480, 0
2704121526, 1
2704121552, 0
2704121574, 1
2704121600, 0
2704121601, 1
2704121768, 0
2704121793, 1
2704121840, 0
2704121886, 1
2704121984, 0
2704587985, 1
2704588059, 0
2704588226, 1
2704588251, 0
2704588418, 1
2704588515, 0
2704588562, 1
2704588588, 0
2704588634, 1
2704588684, 0
2704588706, 1
2704588731, 0
2704588732, 1
2704588900, 0
2704588924, 1
2704588972, 0
2704589018, 1
2704589116, 0
2705055021, 1
2705055095, 0
2705055261, 1
2705055287, 0
2705055453, 1
2705055551, 0
2705055597, 1
2705055623, 0
2705055645, 1
2705055719, 0
2705055741, 1
2705055935, 0
2705055959, 1
2705056007, 0
2705056053, 1
2705056151, 0
2705522104, 1
2705522178, 0
2705522344, 1
2705522370, 0
2705522536, 1
2705522634, 0
2705522680, 1
2705522730, 0
2705522752, 1
2705522802, 0
2705522824, 1
2705522850, 0
2705522851, 1
2705523018, 0
2705523043, 1
2705523090, 0
2705523136, 1
2705523234, 0
2705989235, 1
2705989309, 0
2705989476, 1
2705989501, 0
2705989668, 1
2705989765, 0
2705989812, 1
2705989837, 0
2705989860, 1
2705989886, 0
2705989908, 1
2705989934, 0
2705989956, 1
2705989981, 0
2705989982, 1
2705990150, 0
2705990174, 1
2705990222, 0
2705990268, 1
2705990366, 0
2706456271, 1
2706456345, 0
2706456511, 1
2706456537, 0
2706456703, 1
2706456801, 0
2706456847, 1
2706456897, 0
2706456943, 1
2706456969, 0
2706456991, 1
2706457185, 0
2706457209, 1
2706457257, 0
2706457303, 1
2706457401, 0
2706923354, 1
2706923428, 0
2706923594, 1
2706923620, 0
2706923786, 1
2706923884, 0
2706923930, 1
2706923956, 0
2706924002, 1
2706924052, 0
2706924074, 1
2706924100, 0
2706924101, 1
2706924268, 0
2706924293, 1
2706924340, 0
2706924386, 1
2706924484, 0
2707390485, 1
2707390559, 0
2707390726, 1
2707390751, 0
2707390918, 1
2707391015, 0
2707391062, 1
2707391088, 0
2707391110, 1
2707391184, 0
2707391206, 1
2707391231, 0
2707391232, 1
2707391400, 0
2707391424, 1
2707391472, 0
2707391518, 1
2707391616, 0
2707857521, 1
2707857595, 0
2707857761, 1
2707857787, 0
2707857953, 1
2707858051, 0
2707858097, 1
2707858147, 0
2707858169, 1
2707858219, 0
2707858241, 1
2707858435, 0
2707858459, 1
2707858507, 0
2707858553, 1
2707858651, 0
2708324604, 1
2708324678, 0
2708324844, 1
2708324870, 0
2708325036, 1
2708325134, 0
2708325180, 1
2708325206, 0
2708325228, 1
2708325254, 0
2708325276, 1
2708325302, 0
2708325324, 1
2708325350, 0
2708325351, 1
2708325518, 0
2708325543, 1
2708325590, 0
2708325636, 1
2708325734, 0
2708791735, 1
2708791809, 0
2708791976, 1
2708792001, 0
2708792168, 1
2708792265, 0
2708792312, 1
2708792362, 0
2708792408, 1
2708792434, 0
2708792456, 1
2708792481, 0
2708792482, 1
2708792650, 0
2708792674, 1
2708792722, 0
2708792768, 1
2708792866, 0
2709258771, 1
2709258845, 0
2709259011, 1
2709259037, 0
2709259203, 1
2709259301, 0
2709259347, 1
2709259373, 0
2709259419, 1
2709259469, 0
2709259491, 1
2709259685, 0
2709259709, 1
2709259757, 0
2709259803, 1
2709259901, 0
2709725854, 1
2709725928, 0
2709726094, 1
2709726120, 0
2709726286, 1
2709726384, 0
2709726430, 1
2709726456, 0
2709726478, 1
2709726552, 0
2709726574, 1
2709726600, 0
2709726601, 1
2709726768, 0
2709726793, 1
2709726840, 0
2709726886, 1
2709726984, 0
2710192961, 1
2710193035, 0
2710193202, 1
2710193227, 0
2710193394, 1
2710193492, 0
2710193538, 1
2710193588, 0
2710193610, 1
